#       x                y            Correxpect        Corryield
     0.625000         1.025000         0.000091        -0.000079
     0.625000         1.075000         0.000053         0.000217
     0.625000         1.125000         0.000030         0.000391
     0.625000         1.175000         0.000018         0.000353
     0.625000         1.225000         0.000010         0.000143
     0.625000         1.275000         0.000006        -0.000115
     0.625000         1.325000         0.000003        -0.000282
     0.625000         1.375000         0.000002        -0.000277
     0.625000         1.425000         0.000001        -0.000120
     0.625000         1.475000         0.000001         0.000094
     0.625000         1.525000         0.000000         0.000244
     0.625000         1.575000         0.000000         0.000251
     0.625000         1.625000         0.000000         0.000118
     0.625000         1.675000         0.000000        -0.000074
     0.625000         1.725000         0.000000        -0.000219
     0.625000         1.775000         0.000000        -0.000236
     0.625000         1.825000         0.000000        -0.000121
     0.625000         1.875000         0.000000         0.000060
     0.625000         1.925000         0.000000         0.000205
     0.625000         1.975000         0.000000         0.000232
     0.675000         0.025000         0.000006        -0.000140
     0.675000         0.075000         0.000010        -0.000082
     0.675000         0.125000         0.000018         0.000066
     0.675000         0.175000         0.000030         0.000205
     0.675000         0.225000         0.000053         0.000232
     0.675000         0.275000         0.000091         0.000121
     0.675000         0.325000         0.000158        -0.000041
     0.675000         0.375000         0.000274        -0.000068
     0.675000         0.425000         0.000475         0.000237
     0.675000         0.475000         0.000824         0.000972
     0.675000         0.525000         0.001428         0.002063
     0.675000         0.575000         0.002476         0.003259
     0.675000         0.625000         0.004291         0.004213
     0.675000         0.675000         0.007438         0.004616
     0.675000         0.725000         0.004291         0.004324
     0.675000         0.775000         0.002476         0.003422
     0.675000         0.825000         0.001428         0.002189
     0.675000         0.875000         0.000824         0.000991
     0.675000         0.925000         0.000475         0.000137
     0.675000         0.975000         0.000274        -0.000236
     0.675000         1.025000         0.000158        -0.000187
     0.675000         1.075000         0.000091         0.000079
     0.675000         1.125000         0.000053         0.000324
     0.675000         1.175000         0.000030         0.000386
     0.675000         1.225000         0.000018         0.000242
     0.675000         1.275000         0.000010        -0.000011
     0.675000         1.325000         0.000006        -0.000223
     0.675000         1.375000         0.000003        -0.000282
     0.675000         1.425000         0.000002        -0.000169
     0.675000         1.475000         0.000001         0.000035
     0.675000         1.525000         0.000001         0.000206
     0.675000         1.575000         0.000000         0.000248
     0.675000         1.625000         0.000000         0.000144
     0.675000         1.675000         0.000000        -0.000039
     0.675000         1.725000         0.000000        -0.000193
     0.675000         1.775000         0.000000        -0.000228
     0.675000         1.825000         0.000000        -0.000129
     0.675000         1.875000         0.000000         0.000044
     0.675000         1.925000         0.000000         0.000189
     0.675000         1.975000         0.000000         0.000220
     0.725000         0.025000         0.000003        -0.000353
     0.725000         0.075000         0.000006        -0.000291
     0.725000         0.125000         0.000010        -0.000038
     0.725000         0.175000         0.000018         0.000262
     0.725000         0.225000         0.000030         0.000432
     0.725000         0.275000         0.000053         0.000363
     0.725000         0.325000         0.000091         0.000089
     0.725000         0.375000         0.000158        -0.000205
     0.725000         0.425000         0.000274        -0.000265
     0.725000         0.475000         0.000475         0.000119
     0.725000         0.525000         0.000824         0.000994
     0.725000         0.575000         0.001428         0.002206
     0.725000         0.625000         0.002476         0.003437
     0.725000         0.675000         0.004291         0.004324
     0.725000         0.725000         0.007438         0.004601
     0.725000         0.775000         0.004291         0.004196
     0.725000         0.825000         0.002476         0.003256
     0.725000         0.875000         0.001428         0.002081
     0.725000         0.925000         0.000824         0.001001
     0.725000         0.975000         0.000475         0.000255
