#         tranbounds      trancounts        reflbounds        relfcounts
        0.0006816651        0.9336363636        0.2472021510        0.0000000000
        0.0020451952        0.0163636364        0.2542466530        0.0000000000
        0.0034087253        0.0100000000        0.2612911550        0.0000000000
        0.0047722554        0.0109090909        0.2683356570        0.0000000000
        0.0061357856        0.0036363636        0.2753801590        0.0000000000
        0.0074993157        0.0036363636        0.2824246610        0.0000000000
        0.0088628458        0.0018181818        0.2894691630        0.0000000000
        0.0102263759        0.0009090909        0.2965136650        0.0000000000
        0.0115899061        0.0027272727        0.3035581670        0.0000000000
        0.0129534362        0.0009090909        0.3106026690        0.0000000000
        0.0143169663        0.0018181818        0.3176471710        0.0045454545
        0.0156804964        0.0000000000        0.3246916730        0.0063636364
        0.0170440266        0.0000000000        0.3317361750        0.0181818182
        0.0184075567        0.0000000000        0.3387806770        0.0218181818
        0.0197710868        0.0000000000        0.3458251790        0.0300000000
        0.0211346169        0.0009090909        0.3528696810        0.0454545455
        0.0224981471        0.0000000000        0.3599141830        0.0427272727
        0.0238616772        0.0000000000        0.3669586850        0.0518181818
        0.0252252073        0.0000000000        0.3740031870        0.0481818182
        0.0265887374        0.0018181818        0.3810476890        0.0454545455
        0.0279522676        0.0000000000        0.3880921910        0.0372727273
        0.0293157977        0.0000000000        0.3951366930        0.0536363636
        0.0306793278        0.0000000000        0.4021811950        0.0436363636
        0.0320428579        0.0009090909        0.4092256970        0.0227272727
        0.0334063881        0.0000000000        0.4162701990        0.0254545455
        0.0347699182        0.0018181818        0.4233147010        0.0245454545
        0.0361334483        0.0000000000        0.4303592030        0.0336363636
        0.0374969784        0.0018181818        0.4374037050        0.0272727273
        0.0388605086        0.0000000000        0.4444482070        0.0272727273
        0.0402240387        0.0009090909        0.4514927090        0.0254545455
        0.0415875688        0.0000000000        0.4585372110        0.0272727273
        0.0429510989        0.0000000000        0.4655817130        0.0163636364
        0.0443146291        0.0000000000        0.4726262150        0.0145454545
        0.0456781592        0.0000000000        0.4796707170        0.0118181818
        0.0470416893        0.0000000000        0.4867152190        0.0172727273
        0.0484052194        0.0009090909        0.4937597210        0.0145454545
        0.0497687496        0.0000000000        0.5008042230        0.0154545455
        0.0511322797        0.0000000000        0.5078487250        0.0109090909
        0.0524958098        0.0000000000        0.5148932270        0.0090909091
        0.0538593399        0.0009090909        0.5219377290        0.0081818182
        0.0552228701        0.0000000000        0.5289822310        0.0072727273
        0.0565864002        0.0000000000        0.5360267330        0.0072727273
        0.0579499303        0.0000000000        0.5430712350        0.0081818182
        0.0593134604        0.0000000000        0.5501157370        0.0045454545
        0.0606769906        0.0000000000        0.5571602390        0.0045454545
        0.0620405207        0.0000000000        0.5642047410        0.0054545455
