#         tranbounds      trancounts        reflbounds        relfcounts
       -0.0000000472        0.8644444444        0.1150004441        0.0000000000
        0.0000000583        0.0644444444        0.1150048574        0.0000000000
        0.0000001638        0.0200000000        0.1150092706        0.0000000000
        0.0000002693        0.0088888889        0.1150136839        0.0000000000
        0.0000003748        0.0066666667        0.1150180971        0.0000000000
        0.0000004803        0.0066666667        0.1150225104        0.0000000000
        0.0000005858        0.0022222222        0.1150269236        0.0000000000
        0.0000006913        0.0044444444        0.1150313369        0.0000000000
        0.0000007968        0.0022222222        0.1150357501        0.0000000000
        0.0000009023        0.0000000000        0.1150401634        0.0000000000
        0.0000010078        0.0000000000        0.1150445766        0.0022222222
        0.0000011133        0.0022222222        0.1150489899        0.0000000000
        0.0000012188        0.0000000000        0.1150534031        0.0022222222
        0.0000013243        0.0022222222        0.1150578164        0.0044444444
        0.0000014298        0.0000000000        0.1150622296        0.0000000000
        0.0000015353        0.0000000000        0.1150666429        0.0022222222
        0.0000016408        0.0000000000        0.1150710561        0.0000000000
        0.0000017463        0.0000000000        0.1150754694        0.0044444444
        0.0000018518        0.0022222222        0.1150798826        0.0022222222
        0.0000019573        0.0000000000        0.1150842959        0.0066666667
        0.0000020628        0.0000000000        0.1150887091        0.0022222222
        0.0000021683        0.0000000000        0.1150931224        0.0022222222
        0.0000022738        0.0022222222        0.1150975356        0.0044444444
        0.0000023793        0.0000000000        0.1151019489        0.0044444444
        0.0000024848        0.0000000000        0.1151063621        0.0133333333
        0.0000025903        0.0000000000        0.1151107754        0.0044444444
        0.0000026958        0.0000000000        0.1151151886        0.0088888889
        0.0000028013        0.0000000000        0.1151196019        0.0133333333
        0.0000029068        0.0000000000        0.1151240151        0.0044444444
        0.0000030123        0.0022222222        0.1151284284        0.0133333333
        0.0000031178        0.0000000000        0.1151328416        0.0088888889
        0.0000032233        0.0000000000        0.1151372549        0.0133333333
        0.0000033288        0.0000000000        0.1151416681        0.0111111111
        0.0000034343        0.0022222222        0.1151460814        0.0111111111
        0.0000035398        0.0000000000        0.1151504946        0.0222222222
        0.0000036453        0.0000000000        0.1151549079        0.0066666667
        0.0000037508        0.0022222222        0.1151593211        0.0133333333
        0.0000038563        0.0000000000        0.1151637344        0.0200000000
        0.0000039618        0.0000000000        0.1151681476        0.0133333333
        0.0000040673        0.0000000000        0.1151725609        0.0244444444
        0.0000041728        0.0000000000        0.1151769741        0.0288888889
        0.0000042783        0.0000000000        0.1151813874        0.0333333333
        0.0000043838        0.0000000000        0.1151858006        0.0288888889
        0.0000044893        0.0000000000        0.1151902139        0.0222222222
        0.0000045948        0.0000000000        0.1151946271        0.0266666667
        0.0000047003        0.0000000000        0.1151990404        0.0133333333
        0.0000048058        0.0000000000        0.1152034536        0.0222222222
        0.0000049113        0.0000000000        0.1152078669        0.0222222222
        0.0000050168        0.0000000000        0.1152122801        0.0222222222
        0.0000051223        0.0000000000        0.1152166934        0.0244444444
        0.0000052278        0.0000000000        0.1152211066        0.0200000000
        0.0000053333        0.0000000000        0.1152255199        0.0155555556
        0.0000054388        0.0000000000        0.1152299331        0.0155555556
        0.0000055443        0.0000000000        0.1152343464        0.0355555556
        0.0000056498        0.0000000000        0.1152387596        0.0222222222
        0.0000057553        0.0000000000        0.1152431729        0.0244444444
        0.0000058608        0.0000000000        0.1152475861        0.0444444444
        0.0000059663        0.0000000000        0.1152519994        0.0266666667
        0.0000060718        0.0000000000        0.1152564126        0.0311111111
        0.0000061773        0.0000000000        0.1152608259        0.0133333333
        0.0000062828        0.0000000000        0.1152652391        0.0155555556
        0.0000063883        0.0000000000        0.1152696524        0.0155555556
        0.0000064938        0.0000000000        0.1152740656        0.0200000000
        0.0000065993        0.0000000000        0.1152784789        0.0088888889
        0.0000067048        0.0000000000        0.1152828921        0.0200000000
        0.0000068103        0.0000000000        0.1152873054        0.0200000000
        0.0000069158        0.0000000000        0.1152917186        0.0088888889
        0.0000070213        0.0000000000        0.1152961319        0.0222222222
        0.0000071268        0.0000000000        0.1153005451        0.0155555556
        0.0000072323        0.0000000000        0.1153049584        0.0133333333
        0.0000073378        0.0000000000        0.1153093716        0.0177777778
        0.0000074433        0.0000000000        0.1153137849        0.0177777778
        0.0000075488        0.0000000000        0.1153181981        0.0088888889
        0.0000076543        0.0000000000        0.1153226114        0.0111111111
        0.0000077598        0.0000000000        0.1153270246        0.0088888889
        0.0000078653        0.0000000000        0.1153314379        0.0088888889
        0.0000079708        0.0000000000        0.1153358511        0.0022222222
        0.0000080763        0.0000000000        0.1153402644        0.0022222222
        0.0000081818        0.0000000000        0.1153446776        0.0066666667
        0.0000082873        0.0000000000        0.1153490909        0.0044444444
        0.0000083928        0.0000000000        0.1153535041        0.0022222222
        0.0000084982        0.0000000000        0.1153579174        0.0022222222
        0.0000086038        0.0000000000        0.1153623306        0.0044444444
        0.0000087092        0.0000000000        0.1153667439        0.0022222222
        0.0000088147        0.0022222222        0.1153711571        0.0022222222
        0.0000089202        0.0000000000        0.1153755704        0.0022222222
        0.0000090257        0.0000000000        0.1153799836        0.0000000000
        0.0000091312        0.0000000000        0.1153843969        0.0000000000
        0.0000092367        0.0022222222        0.1153888101        0.0000000000
        0.0000093422        0.0000000000        0.1153932234        0.0022222222
        0.0000094477        0.0000000000        0.1153976366        0.0000000000
        0.0000095532        0.0000000000        0.1154020499        0.0000000000
        0.0000096587        0.0000000000        0.1154064631        0.0000000000
        0.0000097642        0.0000000000        0.1154108764        0.0000000000
        0.0000098697        0.0000000000        0.1154152896        0.0000000000
        0.0000099752        0.0000000000        0.1154197029        0.0000000000
        0.0000100807        0.0000000000        0.1154241161        0.0000000000
        0.0000101862        0.0000000000        0.1154285294        0.0000000000
        0.0000102917        0.0000000000        0.1154329426        0.0000000000
