#cell center,       ave flux,        flux dev
      0.0250000      2.1009982      0.2704309
      0.0750000      2.1626409      0.3749319
      0.1250000      2.1021879      0.4814317
      0.1750000      1.9985954      0.5771602
      0.2250000      1.8785145      0.6585904
      0.2750000      1.7547546      0.7253146
      0.3250000      1.6337691      0.7782853
      0.3750000      1.5186461      0.8188064
      0.4250000      1.4108114      0.8483497
      0.4750000      1.3107680      0.8686428
      0.5250000      1.2184019      0.8811378
      0.5750000      1.1333016      0.8870766
      0.6250000      1.0550572      0.8875306
      0.6750000      0.9829388      0.8836053
      0.7250000      0.9165488      0.8762075
      0.7750000      0.8552714      0.8658480
      0.8250000      0.7987453      0.8533562
      0.8750000      0.7465533      0.8391935
      0.9250000      0.6983157      0.8237614
      0.9750000      0.6536509      0.8073206
      1.0250000      0.6123873      0.7901758
      1.0750000      0.5741897      0.7725688
      1.1250000      0.5387454      0.7545016
      1.1750000      0.5059279      0.7362345
      1.2250000      0.4754369      0.7178084
      1.2750000      0.4471468      0.6992809
      1.3250000      0.4208185      0.6807000
      1.3750000      0.3963113      0.6621894
      1.4250000      0.3734621      0.6438451
      1.4750000      0.3520889      0.6254918
      1.5250000      0.3320823      0.6072308
      1.5750000      0.3133190      0.5892009
      1.6250000      0.2956685      0.5713691
      1.6750000      0.2790537      0.5538033
      1.7250000      0.2633961      0.5364731
      1.7750000      0.2486091      0.5195622
      1.8250000      0.2346413      0.5029812
      1.8750000      0.2214716      0.4868478
      1.9250000      0.2090008      0.4711473
      1.9750000      0.1972138      0.4558740
      2.0250000      0.1860327      0.4408160
      2.0750000      0.1754880      0.4263608
      2.1250000      0.1654999      0.4122588
      2.1750000      0.1560613      0.3985594
      2.2250000      0.1471588      0.3852963
      2.2750000      0.1387416      0.3724859
      2.3250000      0.1308283      0.3600556
      2.3750000      0.1233840      0.3481641
      2.4250000      0.1164194      0.3367868
      2.4750000      0.1098708      0.3257876
      2.5250000      0.1037134      0.3151955
      2.5750000      0.0979202      0.3049302
      2.6250000      0.0924818      0.2950057
      2.6750000      0.0873796      0.2853486
      2.7250000      0.0825696      0.2758525
      2.7750000      0.0780429      0.2667269
      2.8250000      0.0737669      0.2576975
      2.8750000      0.0697157      0.2488106
      2.9250000      0.0659077      0.2401498
      2.9750000      0.0622697      0.2314851
      3.0250000      0.0588221      0.2230185
      3.0750000      0.0555518      0.2146480
      3.1250000      0.0524251      0.2063059
      3.1750000      0.0494620      0.1981331
      3.2250000      0.0466445      0.1900133
      3.2750000      0.0439768      0.1821109
      3.3250000      0.0414347      0.1743187
      3.3750000      0.0390196      0.1667185
      3.4250000      0.0367304      0.1593420
      3.4750000      0.0345343      0.1520692
      3.5250000      0.0324554      0.1450534
      3.5750000      0.0304911      0.1382899
      3.6250000      0.0286423      0.1318241
      3.6750000      0.0268742      0.1255424
      3.7250000      0.0252103      0.1196059
      3.7750000      0.0236391      0.1139513
      3.8250000      0.0221453      0.1085071
      3.8750000      0.0207433      0.1033731
      3.9250000      0.0194169      0.0985469
      3.9750000      0.0181668      0.0938604
      4.0250000      0.0169813      0.0893792
      4.0750000      0.0158592      0.0850708
      4.1250000      0.0147986      0.0809268
      4.1750000      0.0137984      0.0769360
      4.2250000      0.0128496      0.0730070
      4.2750000      0.0119256      0.0690979
      4.3250000      0.0110598      0.0653256
      4.3750000      0.0102294      0.0615239
      4.4250000      0.0094295      0.0577803
      4.4750000      0.0086708      0.0540625
      4.5250000      0.0079406      0.0503389
      4.5750000      0.0072350      0.0465457
      4.6250000      0.0065540      0.0427345
      4.6750000      0.0058991      0.0389217
      4.7250000      0.0052603      0.0351031
      4.7750000      0.0046390      0.0312206
      4.8250000      0.0040279      0.0273372
      4.8750000      0.0034226      0.0233910
      4.9250000      0.0028091      0.0193301
      4.9750000      0.0021475      0.0148866
