#cell center,       ave flux,        flux dev
      0.0250000      1.2117662      0.0219191
      0.0750000      1.0621033      0.0764983
      0.1250000      0.9046229      0.1192310
      0.1750000      0.7630572      0.1469171
      0.2250000      0.6410681      0.1622284
      0.2750000      0.5378874      0.1683284
      0.3250000      0.4513832      0.1679379
      0.3750000      0.3791430      0.1631980
      0.4250000      0.3188994      0.1556877
      0.4750000      0.2686330      0.1465423
      0.5250000      0.2266467      0.1365538
      0.5750000      0.1914884      0.1262853
      0.6250000      0.1620092      0.1161082
      0.6750000      0.1372257      0.1062703
      0.7250000      0.1163443      0.0969174
      0.7750000      0.0987373      0.0881610
      0.8250000      0.0838575      0.0800215
      0.8750000      0.0712629      0.0725168
      0.9250000      0.0605926      0.0656339
      0.9750000      0.0515487      0.0593519
      1.0250000      0.0438841      0.0536598
      1.0750000      0.0373766      0.0485047
      1.1250000      0.0318505      0.0438385
      1.1750000      0.0271618      0.0396408
      1.2250000      0.0231838      0.0358578
      1.2750000      0.0198007      0.0324606
      1.3250000      0.0169239      0.0294080
      1.3750000      0.0144768      0.0266658
      1.4250000      0.0123952      0.0241979
      1.4750000      0.0106254      0.0219958
      1.5250000      0.0091143      0.0200100
      1.5750000      0.0078256      0.0182244
      1.6250000      0.0067247      0.0166190
      1.6750000      0.0057821      0.0151722
      1.7250000      0.0049791      0.0138750
      1.7750000      0.0042890      0.0126966
      1.8250000      0.0036955      0.0116189
      1.8750000      0.0031878      0.0106498
      1.9250000      0.0027505      0.0097653
      1.9750000      0.0023743      0.0089515
      2.0250000      0.0020510      0.0082082
      2.0750000      0.0017719      0.0075168
      2.1250000      0.0015320      0.0068846
      2.1750000      0.0013246      0.0062976
      2.2250000      0.0011455      0.0057514
      2.2750000      0.0009901      0.0052387
      2.3250000      0.0008574      0.0047701
      2.3750000      0.0007432      0.0043349
      2.4250000      0.0006439      0.0039223
      2.4750000      0.0005586      0.0035470
      2.5250000      0.0004843      0.0032035
      2.5750000      0.0004202      0.0028824
      2.6250000      0.0003650      0.0025865
      2.6750000      0.0003165      0.0023122
      2.7250000      0.0002748      0.0020602
      2.7750000      0.0002385      0.0018312
      2.8250000      0.0002068      0.0016227
      2.8750000      0.0001797      0.0014379
      2.9250000      0.0001561      0.0012704
      2.9750000      0.0001352      0.0011194
      3.0250000      0.0001172      0.0009815
      3.0750000      0.0001015      0.0008606
      3.1250000      0.0000878      0.0007513
      3.1750000      0.0000759      0.0006551
      3.2250000      0.0000654      0.0005707
      3.2750000      0.0000564      0.0004948
      3.3250000      0.0000486      0.0004288
      3.3750000      0.0000418      0.0003707
      3.4250000      0.0000359      0.0003191
      3.4750000      0.0000309      0.0002757
      3.5250000      0.0000265      0.0002366
      3.5750000      0.0000226      0.0002030
      3.6250000      0.0000193      0.0001725
      3.6750000      0.0000165      0.0001478
      3.7250000      0.0000140      0.0001241
      3.7750000      0.0000119      0.0001061
      3.8250000      0.0000102      0.0000903
      3.8750000      0.0000087      0.0000766
      3.9250000      0.0000073      0.0000642
      3.9750000      0.0000061      0.0000531
      4.0250000      0.0000052      0.0000453
      4.0750000      0.0000044      0.0000380
      4.1250000      0.0000037      0.0000314
      4.1750000      0.0000031      0.0000263
      4.2250000      0.0000026      0.0000218
      4.2750000      0.0000022      0.0000181
      4.3250000      0.0000018      0.0000150
      4.3750000      0.0000016      0.0000126
      4.4250000      0.0000013      0.0000101
      4.4750000      0.0000011      0.0000081
      4.5250000      0.0000009      0.0000066
      4.5750000      0.0000008      0.0000056
      4.6250000      0.0000006      0.0000046
      4.6750000      0.0000005      0.0000039
      4.7250000      0.0000004      0.0000032
      4.7750000      0.0000004      0.0000026
      4.8250000      0.0000003      0.0000021
      4.8750000      0.0000002      0.0000017
      4.9250000      0.0000002      0.0000014
      4.9750000      0.0000002      0.0000011
