          #x                 Sigval 
      0.00000000           0.38149000
      0.53363786           0.38149000
      0.53363786           0.79690000
      0.69998440           0.79690000
      0.69998440           0.38149000
      0.77071748           0.38149000
      0.77071748           0.79690000
      1.38152575           0.79690000
      1.38152575           0.38149000
      2.00000000           0.38149000
